,Unnamed: 0,Date,sulfate,nitrate,ID
210,210,2003-07-30,,,332
211,211,2003-07-31,,,332
212,212,2003-08-01,,,332
213,213,2003-08-02,,,332
214,214,2003-08-03,,,332
215,215,2003-08-04,,,332
216,216,2003-08-05,,,332
217,217,2003-08-06,,,332
218,218,2003-08-07,,,332
219,219,2003-08-08,,,332
220,220,2003-08-09,,,332
221,221,2003-08-10,,,332
222,222,2003-08-11,,,332
223,223,2003-08-12,,,332
224,224,2003-08-13,,,332
225,225,2003-08-14,,,332
226,226,2003-08-15,,,332
227,227,2003-08-16,,,332
228,228,2003-08-17,,,332
229,229,2003-08-18,,,332
230,230,2003-08-19,,,332
231,231,2003-08-20,,,332
232,232,2003-08-21,,,332
233,233,2003-08-22,,,332
234,234,2003-08-23,,,332
235,235,2003-08-24,,,332
236,236,2003-08-25,,,332
237,237,2003-08-26,,,332
238,238,2003-08-27,,,332
239,239,2003-08-28,,,332
240,240,2003-08-29,,,332
241,241,2003-08-30,,,332
242,242,2003-08-31,,,332
243,243,2003-09-01,,,332
244,244,2003-09-02,,,332
245,245,2003-09-03,,,332
246,246,2003-09-04,,,332
247,247,2003-09-05,,,332
248,248,2003-09-06,,,332
249,249,2003-09-07,,,332
250,250,2003-09-08,,,332
251,251,2003-09-09,,,332
252,252,2003-09-10,,,332
253,253,2003-09-11,,,332
254,254,2003-09-12,,,332
255,255,2003-09-13,,,332
256,256,2003-09-14,,,332
257,257,2003-09-15,,,332
258,258,2003-09-16,,,332
259,259,2003-09-17,,,332
260,260,2003-09-18,,,332
261,261,2003-09-19,,,332
262,262,2003-09-20,,,332
263,263,2003-09-21,,,332
264,264,2003-09-22,,,332
265,265,2003-09-23,,,332
266,266,2003-09-24,,,332
267,267,2003-09-25,,,332
268,268,2003-09-26,,,332
269,269,2003-09-27,,,332
270,270,2003-09-28,,,332
271,271,2003-09-29,,,332
272,272,2003-09-30,,,332
273,273,2003-10-01,,,332
274,274,2003-10-02,,,332
275,275,2003-10-03,,,332
276,276,2003-10-04,,,332
277,277,2003-10-05,,,332
278,278,2003-10-06,,,332
279,279,2003-10-07,,,332
280,280,2003-10-08,,,332
281,281,2003-10-09,,,332
282,282,2003-10-10,,,332
283,283,2003-10-11,,,332
284,284,2003-10-12,,,332
285,285,2003-10-13,,,332
286,286,2003-10-14,,,332
287,287,2003-10-15,,,332
288,288,2003-10-16,,,332
289,289,2003-10-17,,,332
290,290,2003-10-18,,,332
291,291,2003-10-19,,,332
292,292,2003-10-20,,,332
293,293,2003-10-21,,,332
294,294,2003-10-22,,,332
295,295,2003-10-23,,,332
296,296,2003-10-24,,,332
297,297,2003-10-25,,,332
298,298,2003-10-26,,,332
299,299,2003-10-27,,,332
300,300,2003-10-28,,,332
301,301,2003-10-29,,,332
302,302,2003-10-30,,,332
303,303,2003-10-31,,,332
304,304,2003-11-01,,,332
305,305,2003-11-02,,,332
306,306,2003-11-03,,,332
307,307,2003-11-04,,,332
308,308,2003-11-05,1.47,0.159,332
309,309,2003-11-06,,,332
310,310,2003-11-07,,,332
311,311,2003-11-08,,,332
312,312,2003-11-09,,,332
313,313,2003-11-10,,,332
314,314,2003-11-11,0.632,0.152,332
315,315,2003-11-12,,,332
316,316,2003-11-13,,,332
317,317,2003-11-14,,,332
318,318,2003-11-15,,,332
319,319,2003-11-16,,,332
320,320,2003-11-17,,,332
321,321,2003-11-18,0.802,0.204,332
322,322,2003-11-19,,,332
323,323,2003-11-20,,,332
324,324,2003-11-21,,,332
325,325,2003-11-22,,,332
326,326,2003-11-23,0.764,0.206,332
327,327,2003-11-24,,,332
328,328,2003-11-25,,,332
329,329,2003-11-26,,,332
330,330,2003-11-27,,,332
331,331,2003-11-28,,,332
332,332,2003-11-29,,,332
333,333,2003-11-30,,,332
334,334,2003-12-01,,,332
335,335,2003-12-02,,,332
336,336,2003-12-03,,,332
337,337,2003-12-04,,,332
338,338,2003-12-05,,,332
339,339,2003-12-06,,,332
340,340,2003-12-07,,,332
341,341,2003-12-08,,,332
342,342,2003-12-09,,,332
343,343,2003-12-10,,,332
344,344,2003-12-11,,,332
345,345,2003-12-12,,,332
346,346,2003-12-13,,,332
347,347,2003-12-14,,,332
348,348,2003-12-15,,,332
349,349,2003-12-16,,,332
350,350,2003-12-17,0.876,0.162,332
351,351,2003-12-18,,,332
352,352,2003-12-19,,,332
353,353,2003-12-20,,,332
354,354,2003-12-21,,,332
355,355,2003-12-22,,,332
356,356,2003-12-23,1.47,0.142,332
357,357,2003-12-24,,,332
358,358,2003-12-25,,,332
359,359,2003-12-26,,,332
360,360,2003-12-27,,,332
361,361,2003-12-28,,,332
362,362,2003-12-29,,,332
363,363,2003-12-30,,,332
364,364,2003-12-31,,,332
365,365,2004-01-01,,,332
366,366,2004-01-02,,,332
367,367,2004-01-03,,,332
368,368,2004-01-04,,,332
369,369,2004-01-05,,,332
370,370,2004-01-06,,,332
371,371,2004-01-07,,,332
372,372,2004-01-08,,,332
373,373,2004-01-09,,,332
374,374,2004-01-10,,,332
375,375,2004-01-11,,,332
376,376,2004-01-12,,,332
377,377,2004-01-13,,,332
378,378,2004-01-14,,,332
379,379,2004-01-15,,,332
380,380,2004-01-16,,,332
381,381,2004-01-17,,,332
382,382,2004-01-18,,,332
383,383,2004-01-19,,,332
384,384,2004-01-20,,,332
385,385,2004-01-21,,,332
386,386,2004-01-22,,,332
387,387,2004-01-23,,,332
388,388,2004-01-24,,,332
389,389,2004-01-25,,,332
390,390,2004-01-26,0.98,0.178,332
391,391,2004-01-27,0.725,0.164,332
392,392,2004-01-28,,,332
393,393,2004-01-29,,,332
394,394,2004-01-30,,,332
395,395,2004-01-31,,,332
396,396,2004-02-01,,,332
397,397,2004-02-02,,,332
398,398,2004-02-03,0.468,0.125,332
399,399,2004-02-04,,,332
400,400,2004-02-05,,,332
401,401,2004-02-06,,,332
402,402,2004-02-07,,,332
403,403,2004-02-08,,,332
404,404,2004-02-09,,,332
405,405,2004-02-10,,,332
406,406,2004-02-11,,,332
407,407,2004-02-12,,,332
408,408,2004-02-13,,,332
409,409,2004-02-14,0.485,0.291,332
410,410,2004-02-15,,,332
411,411,2004-02-16,,,332
412,412,2004-02-17,,,332
413,413,2004-02-18,,,332
414,414,2004-02-19,,,332
415,415,2004-02-20,,,332
416,416,2004-02-21,,,332
417,417,2004-02-22,,,332
418,418,2004-02-23,,,332
419,419,2004-02-24,,,332
420,420,2004-02-25,,,332
421,421,2004-02-26,,,332
422,422,2004-02-27,1.91,0.17,332
423,423,2004-02-28,,,332
424,424,2004-02-29,,,332
425,425,2004-03-01,,,332
426,426,2004-03-02,,,332
427,427,2004-03-03,,,332
428,428,2004-03-04,,,332
429,429,2004-03-05,,,332
430,430,2004-03-06,,,332
431,431,2004-03-07,,,332
432,432,2004-03-08,,,332
433,433,2004-03-09,,,332
434,434,2004-03-10,,,332
435,435,2004-03-11,,,332
436,436,2004-03-12,,,332
437,437,2004-03-13,,,332
438,438,2004-03-14,,,332
439,439,2004-03-15,,,332
440,440,2004-03-16,,,332
441,441,2004-03-17,,,332
442,442,2004-03-18,,,332
443,443,2004-03-19,,,332
444,444,2004-03-20,,,332
445,445,2004-03-21,,,332
446,446,2004-03-22,,0.158,332
447,447,2004-03-23,,,332
448,448,2004-03-24,,,332
449,449,2004-03-25,,,332
450,450,2004-03-26,,,332
451,451,2004-03-27,,,332
452,452,2004-03-28,,,332
453,453,2004-03-29,,,332
454,454,2004-03-30,,,332
455,455,2004-03-31,,,332
456,456,2004-04-01,,,332
457,457,2004-04-02,,,332
458,458,2004-04-03,,,332
459,459,2004-04-04,,,332
460,460,2004-04-05,,,332
461,461,2004-04-06,,,332
462,462,2004-04-07,,,332
463,463,2004-04-08,,,332
464,464,2004-04-09,2.94,0.15,332
465,465,2004-04-10,,,332
466,466,2004-04-11,,,332
467,467,2004-04-12,,,332
468,468,2004-04-13,,,332
469,469,2004-04-14,,,332
470,470,2004-04-15,,0.139,332
471,471,2004-04-16,,,332
472,472,2004-04-17,,,332
473,473,2004-04-18,,,332
474,474,2004-04-19,,,332
475,475,2004-04-20,,,332
476,476,2004-04-21,,,332
477,477,2004-04-22,,,332
478,478,2004-04-23,,,332
479,479,2004-04-24,,,332
480,480,2004-04-25,,,332
481,481,2004-04-26,,,332
482,482,2004-04-27,,,332
483,483,2004-04-28,,,332
484,484,2004-04-29,,,332
485,485,2004-04-30,,,332
486,486,2004-05-01,,,332
487,487,2004-05-02,,,332
488,488,2004-05-03,,,332
489,489,2004-05-04,,,332
490,490,2004-05-05,,,332
491,491,2004-05-06,,,332
492,492,2004-05-07,,,332
493,493,2004-05-08,,,332
494,494,2004-05-09,,,332
495,495,2004-05-10,,,332
496,496,2004-05-11,,,332
497,497,2004-05-12,,,332
498,498,2004-05-13,,,332
499,499,2004-05-14,,,332
500,500,2004-05-15,,,332
501,501,2004-05-16,,,332
502,502,2004-05-17,,,332
503,503,2004-05-18,1.56,0.255,332
504,504,2004-05-19,,,332
505,505,2004-05-20,,,332
506,506,2004-05-21,,,332
507,507,2004-05-22,,,332
508,508,2004-05-23,,,332
509,509,2004-05-24,,,332
510,510,2004-05-25,,,332
511,511,2004-05-26,,,332
512,512,2004-05-27,,,332
513,513,2004-05-28,,,332
514,514,2004-05-29,,,332
515,515,2004-05-30,,,332
516,516,2004-05-31,,,332
517,517,2004-06-01,,,332
518,518,2004-06-02,,,332
519,519,2004-06-03,,,332
520,520,2004-06-04,,,332
521,521,2004-06-05,,,332
522,522,2004-06-06,,,332
523,523,2004-06-07,,,332
524,524,2004-06-08,,,332
525,525,2004-06-09,,,332
526,526,2004-06-10,,,332
527,527,2004-06-11,,,332
528,528,2004-06-12,,,332
529,529,2004-06-13,,,332
530,530,2004-06-14,,,332
531,531,2004-06-15,,,332
532,532,2004-06-16,,,332
533,533,2004-06-17,,,332
534,534,2004-06-18,,,332
535,535,2004-06-19,,,332
536,536,2004-06-20,,,332
537,537,2004-06-21,,,332
538,538,2004-06-22,,,332
539,539,2004-06-23,,,332
540,540,2004-06-24,,,332
541,541,2004-06-25,,,332
542,542,2004-06-26,,,332
543,543,2004-06-27,,,332
544,544,2004-06-28,,,332
545,545,2004-06-29,,,332
546,546,2004-06-30,,,332
547,547,2004-07-01,,,332
548,548,2004-07-02,,,332
549,549,2004-07-03,,,332
550,550,2004-07-04,,,332
551,551,2004-07-05,,,332
552,552,2004-07-06,,,332
553,553,2004-07-07,,,332
554,554,2004-07-08,,,332
555,555,2004-07-09,,,332
556,556,2004-07-10,,,332
557,557,2004-07-11,,,332
558,558,2004-07-12,,,332
559,559,2004-07-13,,,332
560,560,2004-07-14,,,332
561,561,2004-07-15,,,332
562,562,2004-07-16,,,332
563,563,2004-07-17,,,332
564,564,2004-07-18,,,332
565,565,2004-07-19,,,332
566,566,2004-07-20,,,332
567,567,2004-07-21,,,332
568,568,2004-07-22,,,332
569,569,2004-07-23,,,332
570,570,2004-07-24,,,332
571,571,2004-07-25,,,332
572,572,2004-07-26,,,332
573,573,2004-07-27,,,332
574,574,2004-07-28,,,332
575,575,2004-07-29,,,332
576,576,2004-07-30,,,332
577,577,2004-07-31,,,332
578,578,2004-08-01,,,332
579,579,2004-08-02,,,332
580,580,2004-08-03,,,332
581,581,2004-08-04,,,332
582,582,2004-08-05,,,332
583,583,2004-08-06,,,332
584,584,2004-08-07,,,332
585,585,2004-08-08,,,332
586,586,2004-08-09,,,332
587,587,2004-08-10,,,332
588,588,2004-08-11,,,332
589,589,2004-08-12,,,332
590,590,2004-08-13,,,332
591,591,2004-08-14,,,332
592,592,2004-08-15,,,332
593,593,2004-08-16,,,332
594,594,2004-08-17,,,332
595,595,2004-08-18,,,332
596,596,2004-08-19,,,332
597,597,2004-08-20,,,332
598,598,2004-08-21,,,332
599,599,2004-08-22,,,332
600,600,2004-08-23,,,332
601,601,2004-08-24,,,332
602,602,2004-08-25,1.41,0.182,332
603,603,2004-08-26,,,332
604,604,2004-08-27,,,332
605,605,2004-08-28,,,332
606,606,2004-08-29,,,332
607,607,2004-08-30,,,332
608,608,2004-08-31,,,332
609,609,2004-09-01,,,332
610,610,2004-09-02,,,332
611,611,2004-09-03,,,332
612,612,2004-09-04,,,332
613,613,2004-09-05,,,332
614,614,2004-09-06,,,332
615,615,2004-09-07,,,332
616,616,2004-09-08,,,332
617,617,2004-09-09,,,332
618,618,2004-09-10,,,332
619,619,2004-09-11,,,332
620,620,2004-09-12,,,332
621,621,2004-09-13,0.728,0.16,332
622,622,2004-09-14,,,332
623,623,2004-09-15,,,332
624,624,2004-09-16,,,332
625,625,2004-09-17,,,332
626,626,2004-09-18,,,332
627,627,2004-09-19,,,332
628,628,2004-09-20,,,332
629,629,2004-09-21,2.78,0.278,332
630,630,2004-09-22,,,332
631,631,2004-09-23,,,332
632,632,2004-09-24,,,332
633,633,2004-09-25,,,332
634,634,2004-09-26,,,332
635,635,2004-09-27,,,332
636,636,2004-09-28,,,332
637,637,2004-09-29,,,332
638,638,2004-09-30,,,332
639,639,2004-10-01,,,332
640,640,2004-10-02,,,332
641,641,2004-10-03,,,332
642,642,2004-10-04,,,332
643,643,2004-10-05,,,332
644,644,2004-10-06,,,332
645,645,2004-10-07,,,332
646,646,2004-10-08,,,332
647,647,2004-10-09,,,332
648,648,2004-10-10,,,332
649,649,2004-10-11,,,332
650,650,2004-10-12,,,332
651,651,2004-10-13,,,332
652,652,2004-10-14,,,332
653,653,2004-10-15,,,332
654,654,2004-10-16,,,332
655,655,2004-10-17,,,332
656,656,2004-10-18,,,332
657,657,2004-10-19,,,332
658,658,2004-10-20,,,332
659,659,2004-10-21,,,332
660,660,2004-10-22,,,332
661,661,2004-10-23,,,332
662,662,2004-10-24,,,332
663,663,2004-10-25,,,332
664,664,2004-10-26,,,332
665,665,2004-10-27,,,332
666,666,2004-10-28,,,332
667,667,2004-10-29,,,332
668,668,2004-10-30,,,332
669,669,2004-10-31,,,332
670,670,2004-11-01,,,332
671,671,2004-11-02,,,332
672,672,2004-11-03,,,332
673,673,2004-11-04,,,332
674,674,2004-11-05,,,332
675,675,2004-11-06,,,332
676,676,2004-11-07,,,332
677,677,2004-11-08,,,332
678,678,2004-11-09,,,332
679,679,2004-11-10,,,332
680,680,2004-11-11,,,332
681,681,2004-11-12,,,332
682,682,2004-11-13,,,332
683,683,2004-11-14,,,332
684,684,2004-11-15,,,332
685,685,2004-11-16,,,332
686,686,2004-11-17,,,332
687,687,2004-11-18,,,332
688,688,2004-11-19,,,332
689,689,2004-11-20,,,332
690,690,2004-11-21,,,332
691,691,2004-11-22,,,332
692,692,2004-11-23,,,332
693,693,2004-11-24,,,332
694,694,2004-11-25,,,332
695,695,2004-11-26,,,332
696,696,2004-11-27,,,332
697,697,2004-11-28,,,332
698,698,2004-11-29,,,332
699,699,2004-11-30,,,332
700,700,2004-12-01,,,332
701,701,2004-12-02,,,332
702,702,2004-12-03,,,332
703,703,2004-12-04,,,332
704,704,2004-12-05,,,332
705,705,2004-12-06,,,332
706,706,2004-12-07,,,332
707,707,2004-12-08,,,332
708,708,2004-12-09,,,332
709,709,2004-12-10,,,332
710,710,2004-12-11,,,332
711,711,2004-12-12,,,332
712,712,2004-12-13,,,332
713,713,2004-12-14,,,332
714,714,2004-12-15,,,332
715,715,2004-12-16,,,332
716,716,2004-12-17,,,332
717,717,2004-12-18,,,332
718,718,2004-12-19,,,332
719,719,2004-12-20,,,332
720,720,2004-12-21,,,332
721,721,2004-12-22,,,332
722,722,2004-12-23,,,332
723,723,2004-12-24,,,332
724,724,2004-12-25,,,332
725,725,2004-12-26,,,332
726,726,2004-12-27,,,332
727,727,2004-12-28,,,332
728,728,2004-12-29,,,332
729,729,2004-12-30,,,332
730,730,2004-12-31,,,332
